"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","1","Arroz","Libra",38,9.29,353.02,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","2","Frijol","Libra",34,12.06,410.04,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","3","Azúcar","Libra",30,7.74,232.2,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","4","Aceite","Litro",7,36.43,255.01,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","5","Posta de res","Libra",8,46.89,375.12,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","6","Posta de cerdo","Libra",5,50.22,251.1,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","7","Carne de aves","Libra",8,26.95,215.6,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","8","Chuleta de pescado","Libra",9,48.48,436.32,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","9","Leche","Litro",30,19.97,599.1,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","10","Huevos","Docena",7,38.81,271.67,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","11","Queso seco","Libra",9,42.34,381.06,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","12","Tortilla","Libra",57,11.91,678.87,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","13","Pinolillo","Libra",10,20.09,200.9,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","14","Pastas alimenticias","Libra",5,21.04,105.2,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","15","Pan","Libra",27,19.01,513.27,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","16","Tomate de cocinar","Libra",14,15.12,211.68,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","17","Cebolla blanca","Libra",8,21.43,171.44,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","18","Papas","Libra",15,14.03,210.45,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","19","Ayote","Libra",32,5.05,161.6,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","20","Chiltoma","Libra",3,32.58,97.74,52
"CB2011Dic",2011,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2011/CDic2011.xls","21","Plátano verde","Libra",16,5.59,89.44,52
